Habitat,Group,Order,Family,Species,SLA.Alien,SLA.Native,Hmax.Alien,Hmax.Native,SWT.Alien,SWT.Native,Ref
Tropical moist forest,Dicotyledons,Malpighiales,Linaceae,Roucheria punctata,,,,20,,,864
Tropical moist forest,Dicotyledons,Proteales,Proteaceae,Roupala montana,,,,26.46,,47,864; 884
Tropical moist forest,Dicotyledons,Oxalidales,Connaraceae,Rourea amazonica,,,,,,225,864; 884
Tropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Ruizodendron ovale,,,,25,,,864
Tropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Sabicea sp.,,,,1.51,,,107
Tropical moist forest,Dicotyledons,Malpighiales,Humiriaceae,Sacoglottis cuspidata,,,,24.37,,,107
Tropical moist forest,Dicotyledons,Malpighiales,Humiriaceae,Sacoglottis guianensis,,,,23.73,,,107
Tropical moist forest,Dicotyledons,Malpighiales,Humiriaceae,Sacoglottis mattogrossensis,,,,30,,,864
Tropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Sagotia racemosa,,,,19.82,,,107
Tropical moist forest,Dicotyledons,Celastrales,Celastraceae,Salacia gigantea,,,,8,,,864
Tropical moist forest,Dicotyledons,Celastrales,Celastraceae,Salacia impressifolia,,,,,,1084.18,864; 884
Tropical moist forest,Dicotyledons,Celastrales,Celastraceae,Salacia megistophylla,,65.1,,,,,864; 883
Tropical moist forest,Dicotyledons,Malpighiales,Salicaceae,Salix humboldtiana,,,,,1.05,,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Sapindus saponaria,,224,,25.3,,701,864; 884
Tropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Sapium aereum,,,,20,,50,864; 884
Tropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Sapium discolor,,,,,,46.6,883; 884
Tropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Sapium glandulosum,,250.6,,24.5,,34,864; 884
Tropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Sapium ixiamasense,,,,,,25,864; 884
Tropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Sapium marmieri,,,,30,,,864
Tropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Sapium nitidum,,,,20,,,864
Tropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Sapium sp.,,,,26.5,,,864
Tropical moist forest,Dicotyledons,Ericales,Sapotaceae,Sarcaulus brasiliensis,,,,30,,,864
Tropical moist forest,Dicotyledons,Ericales,Actinidiaceae,Saurauia scabrida,,,,20,,,864
Tropical moist forest,Dicotyledons,Ericales,Actinidiaceae,Saurauia yasicae,,,,20,,0.5,864; 884
Tropical moist forest,Dicotyledons,Asterales,Goodeniaceae,Scaevola taccada,,,,,,89.56,883; 884
Tropical moist forest,Monocotyledons,Arecales,Arecaceae,Scheelea zonensis,,183.3,,,,,337
Tropical moist forest,Dicotyledons,Apiales,Araliaceae,Schefflera morototoni,,,,27.39,,140,864; 884
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Schizolobium parahyba,,,,32.93,,954.4,864; 884
Tropical moist forest,Dicotyledons,Lamiales,Scrophulariaceae,Scoparia dulcis,,,0.5,,0.01,,864; 884
Tropical moist forest,Dicotyledons,Fabales,Polygalaceae,Securidaca sp.,,,,20,,22.134,107; 884
Tropical moist forest,Dicotyledons,Caryophyllales,Cactaceae,Selenicereus wittii,,,,0.6,,,864
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Senna dariensis,,,,12.01,,,864
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Senna multijuga,,,15,,8,,864; 884
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Senna silvestris,,,,20,,,864
Tropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Serjania atrolineata,,190.5,,,,17.03,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Serjania decapleuria,,,,,,48,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Serjania mexicana,,127.6,,,,14.8,864; 884
Tropical moist forest,Dicotyledons,Ericales,Sapotaceae,Sideroxylon calophylloides,,,,24.68,,,107
Tropical moist forest,Dicotyledons,Ericales,Sapotaceae,Sideroxylon persimile,,,,25,,,864
Tropical moist forest,Dicotyledons,Ericales,Sapotaceae,Sideroxylon portoricense,,,,35,,542.3,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Simaroubaceae,Simarouba amara,,83.6,,32.54,,219,883; 884
Tropical moist forest,Dicotyledons,Laurales,Monimiaceae,Siparuna andina,,,,6,,,864
Tropical moist forest,Dicotyledons,Laurales,Monimiaceae,Siparuna bifida,,,,5,,,864
Tropical moist forest,Dicotyledons,Laurales,Monimiaceae,Siparuna cristata,,,,15,,,864
Tropical moist forest,Dicotyledons,Laurales,Monimiaceae,Siparuna cuspidata,,,,25,,,864
Tropical moist forest,Dicotyledons,Laurales,Monimiaceae,Siparuna decipiens,,,,25,,,864
Tropical moist forest,Dicotyledons,Laurales,Monimiaceae,Siparuna guianensis,,,,7.25,,,864
Tropical moist forest,Dicotyledons,Laurales,Monimiaceae,Siparuna pauciflora,,220.7,,20.27,,,864
Tropical moist forest,Dicotyledons,Laurales,Monimiaceae,Siparuna thecaphora,,,,7,,,864
Tropical moist forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea brevipes,,,,25.9,,,107
Tropical moist forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea fragrans,,,,30,,,864
Tropical moist forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea guianensis,,,,31.91,,154,107; 884
Tropical moist forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea obtusifolia,,,,25,,410,864; 884
Tropical moist forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea petenensis,,,,35,,1550,864; 884
Tropical moist forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea picapica,,,,40,,,864
Tropical moist forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea sinemariensis,,,,30,,,864
Tropical moist forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea spathulata,,,,20,,,864
Tropical moist forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea terniflora,,95.7,,33.15,,88.8,864; 884
Tropical moist forest,Dicotyledons,Oxalidales,Elaeocarpaceae,Sloanea zuliaensis,,,18.3,,,,396
Tropical moist forest,Monocotyledons,Liliales,Smilacaceae,Smilax mollis,,,,,,17.97,864; 884
Tropical moist forest,Monocotyledons,Asparagales,Orchidaceae,Sobralia panamensis,,,,0.15,,,864
Tropical moist forest,Monocotyledons,Arecales,Arecaceae,Socratea durissima,,209,,,,,337
Tropical moist forest,Monocotyledons,Arecales,Arecaceae,Socratea exorrhiza,,105,,24.49,,3400,707; 884
Tropical moist forest,Monocotyledons,Arecales,Arecaceae,Socratea salazarii,,,,16,,,864
Tropical moist forest,Monocotyledons,Arecales,Arecaceae,Socratea sp.,,,,25,,4700,864; 884
Tropical moist forest,Dicotyledons,Solanales,Solanaceae,Solanum americanum,370.6,,1.22,,0.392,,864; 884
Tropical moist forest,Dicotyledons,Solanales,Solanaceae,Solanum arboreum,,,,3,,,864
Tropical moist forest,Dicotyledons,Solanales,Solanaceae,Solanum asperum,,,,9.48,,,864
Tropical moist forest,Dicotyledons,Solanales,Solanaceae,Solanum hayesii,,,,18.69,,2,864; 884
Tropical moist forest,Dicotyledons,Solanales,Solanaceae,Solanum oppositifolium,,,,4,,4,864; 884
Tropical moist forest,Dicotyledons,Solanales,Solanaceae,Solanum schlechtendalianum,,,,4,,1.5,864; 884
Tropical moist forest,Dicotyledons,Solanales,Solanaceae,Solanum sessile,,,,6,,8,864; 884
Tropical moist forest,Dicotyledons,Solanales,Solanaceae,Solanum sp.,128.4,,0.46,,4,,864; 884
Tropical moist forest,Dicotyledons,Solanales,Solanaceae,Solanum steyermarkii,,,,9.31,,,864
Tropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Sommera arborescens,,,,6,,,864
Tropical moist forest,Dicotyledons,Rosales,Moraceae,Sorocea affinis,,,,12.04,,,396
Tropical moist forest,Dicotyledons,Rosales,Moraceae,Sorocea guilleminiana,,,,20,,,864
Tropical moist forest,Dicotyledons,Rosales,Moraceae,Sorocea pileata,,,,,,450,864; 884
Tropical moist forest,Dicotyledons,Rosales,Moraceae,Sorocea pubivena,,160.8,,15,,,864
Tropical moist forest,Dicotyledons,Rosales,Moraceae,Sorocea steinbachii,,,,7,,200,864; 884
Tropical moist forest,Dicotyledons,Ericales,Marcgraviaceae,Souroubea sympetala,,,,,,3,864; 884
Tropical moist forest,Dicotyledons,Malpighiales,Malpighiaceae,Spachea membranacea,,,,14.54,,,864
Tropical moist forest,Dicotyledons,Sapindales,Anacardiaceae,Spondias mombin,,167.4,,34.15,,2354.262,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Anacardiaceae,Spondias radlkoferi,,133.9,,31.84,,1.93,883; 884
Tropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Stemmadenia donnell-smithii,,196.9,,20,,70,864; 883; 884
Tropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Stemmadenia galeottiana,,,,25,,,864
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Sterculia apeibophylla,,,,35,,,864
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Sterculia apetala,86.3,,40.2,,1899,,864; 884
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Sterculia pruriens,,,,39.35,,,107
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Sterculia recordiana,,128.7,,26.6,,,396
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Sterculia tessmannii,,,,20,,,864
Tropical moist forest,Monocotyledons,Zingiberales,Marantaceae,Stromanthe jacquinii,,272.6,,,,,707
Tropical moist forest,Dicotyledons,Gentianales,Loganiaceae,Strychnos tarapotensis,,,,20,,366,864; 884
Tropical moist forest,Dicotyledons,Buxales,Buxaceae,Styloceras brokawii,,,,6,,225,864; 884
Tropical moist forest,Dicotyledons,Ericales,Myrsinaceae,Stylogyne ambigua,,122,,10,,110,864; 884
Tropical moist forest,Dicotyledons,Ericales,Myrsinaceae,Stylogyne cauliflora,,,,6,,,864
Tropical moist forest,Dicotyledons,Ericales,Myrsinaceae,Stylogyne standleyi,,,,10.37,,66,864; 884
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Styphnolobium parviflorum,,,,35,,,864
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Swartzia arborescens,,,,23,,,864
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Swartzia brachyrhachis,,,,22.62,,1760,107
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Swartzia guatemalensis,,,,8,,2000,864; 884
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Swartzia macrocarpa,,,,26.85,,,107
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Swartzia myrtifolia,,,,13,,,864
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Swartzia panamensis,,,23.18,,,,396
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Swartzia racemosa,,,,29.39,,,107
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Swartzia simplex,260.5,260.5,17.77,17.77,1087,1087,396; 884
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Swartzia sp.,,114.6,,25,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Swietenia macrophylla,126,,31.62,,566,,864; 884
Tropical moist forest,Dicotyledons,Malpighiales,Clusiaceae,Symphonia globulifera,,140,,31.62,,3695.836,107; 884
Tropical moist forest,Monocotyledons,Arecales,Arecaceae,Synechanthus warscewiczianus,,,,,,272,864; 884
Tropical moist forest,Monocotyledons,Alismatales,Araceae,Syngonium hoffmannii,,,,20,,,864
Tropical moist forest,Monocotyledons,Alismatales,Araceae,Syngonium sp.,,,0.15,,,,107
Tropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Tabebuia guayacan,,143.8,,36.16,,32,396; 884
Tropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Tabebuia impetiginosa,,,,30,,141.43,864; 884
Tropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Tabebuia incana,,,,30,,,864
Tropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Tabebuia ochracea,,,,12,,,864
Tropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Tabebuia rosea,,,41.41,,34.065,,883; 888
Tropical moist forest,Dicotyledons,Lamiales,Bignoniaceae,Tabebuia serratifolia,,,34.64,,126.645,,864; 884
Tropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Tabernaemontana angulata,,,,8,,,107
Tropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Tabernaemontana arborea,,,,14.15,,428.9,864; 884
Tropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Tabernaemontana cymosa,,,,30,,,864
Tropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Tabernaemontana sananho,,,,15,,93,864; 884
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Tachigali bracteosa,,,,35,,,864
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Tachigali chrysophylla,,,,30,,,864
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Tachigali myrmecophila,,,,34.91,,,107
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Tachigali polyphylla,,,,25,,,864
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Tachigali versicolor,102.4,,33.56,,866,,883; 884
Tropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Talisia cerasina,,,,2,,,864
Tropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Talisia hexaphylla,,,,10,,1075,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Talisia nervosa,,,,10.71,,,396
Tropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Talisia princeps,,,,12.43,,,864
Tropical moist forest,Dicotyledons,Sapindales,Anacardiaceae,Tapirira guianensis,,77.2,,18.82,,26,107; 884
Tropical moist forest,Dicotyledons,Sapindales,Anacardiaceae,Tapirira mexicana,,,,30,,1050,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Anacardiaceae,Tapirira obtusa,,,,30,,,864
Tropical moist forest,Dicotyledons,Malpighiales,Dichapetalaceae,Tapura juruana,,,,20,,,864
Tropical moist forest,Dicotyledons,Malpighiales,Dichapetalaceae,Tapura peruviana,,,,,,467,864; 884
Tropical moist forest,Dicotyledons,Malpighiales,Dichapetalaceae,Tapura singularis,,,,25.84,,,107
Tropical moist forest,Dicotyledons,Myrtales,Combretaceae,Terminalia amazonia,,177.1,,36.1,,3,107; 884
Tropical moist forest,Dicotyledons,Myrtales,Combretaceae,Terminalia argentea,,,,50,,,864
Tropical moist forest,Dicotyledons,Myrtales,Combretaceae,Terminalia catappa,,,,,,2473,883; 884
Tropical moist forest,Dicotyledons,Myrtales,Combretaceae,Terminalia oblonga,208.7,,33.36,,47.235,,864; 888
Tropical moist forest,Dicotyledons,Myrtales,Combretaceae,Terminalia sp.,,,,40,,524.118,864; 884
Tropical moist forest,Dicotyledons,Ericales,Theaceae,Ternstroemia tepezapote,,,11.58,,,,864
Tropical moist forest,Dicotyledons,Asterales,Asteraceae,Tessaria integrifolia,,,,10,,,864
Tropical moist forest,Dicotyledons,Dilleniales,Dilleniaceae,Tetracera portobellensis,,,,,,14,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Burseraceae,Tetragastris altissima,,,,37.42,,786.87,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Burseraceae,Tetragastris panamensis,,63,,34.49,,302,883; 884
Tropical moist forest,Dicotyledons,Malpighiales,Salicaceae,Tetrathylacium johanseni,,,,30,,1,864; 884
Tropical moist forest,Dicotyledons,Malpighiales,Salicaceae,Tetrathylacium macrophyllum,,,,17,,,864
Tropical moist forest,Dicotyledons,Malpighiales,Euphorbiaceae,Tetrorchidium rotundatum,,,,20,,48,864; 884
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Theobroma cacao,281.9,,10.15,,1893,,864; 884
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Theobroma speciosa,,,,25.51,,,107
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Theobroma speciosum,,,,15,,1132,864; 884
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Theobroma subincana,,,,21.51,,,107
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Thespesia populnea,,309,,10,,115.2,883; 884
Tropical moist forest,Dicotyledons,Gentianales,Apocynaceae,Thevetia ahouai,,,,14.83,,323.33,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Anacardiaceae,Thyrsodium paraense,,,,34.6,,,107
Tropical moist forest,Monocotyledons,Poales,Bromeliaceae,Tillandsia anceps,,,1,1,,,107
Tropical moist forest,Monocotyledons,Poales,Bromeliaceae,Tillandsia bulbosa,,,,0.3,,,864
Tropical moist forest,Monocotyledons,Poales,Bromeliaceae,Tillandsia fasciculata,,,,0.65,,,864
Tropical moist forest,Monocotyledons,Poales,Bromeliaceae,Tillandsia sp.,,,,0.15,,,107
Tropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Tocoyena pittieri,,96.7,,30.07,,860.6,864; 884
Tropical moist forest,Dicotyledons,Celastrales,Celastraceae,Tontelea ovalifolia,,76.9,,,,,707
Tropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Toulicia reticulata,,,,15,,,864
Tropical moist forest,Dicotyledons,UnplacedEuasteridI,Boraginaceae,Tournefortia hirsutissima,,,,,2,,864; 884
Tropical moist forest,Dicotyledons,Malpighiales,Clusiaceae,Tovomita stigmatosa,,,,21.98,,,107
Tropical moist forest,Dicotyledons,Malpighiales,Clusiaceae,Tovomita stylosa,,,4.54,,,,396
Tropical moist forest,Dicotyledons,Sapindales,Burseraceae,Trattinickia rhoifolia,,,,35.17,,,107
Tropical moist forest,Dicotyledons,Sapindales,Burseraceae,Trattinnickia aspera,,67.6,,35.61,,285,883; 884
Tropical moist forest,Dicotyledons,Sapindales,Burseraceae,Trattinnickia peruviana,,,,30,,,864
Tropical moist forest,Dicotyledons,Sapindales,Burseraceae,Trattinnickia rhoifolia,,,,33,,,864
Tropical moist forest,Dicotyledons,Rosales,Ulmaceae,Trema cannabina,,,,,,3.1,883; 884
Tropical moist forest,Dicotyledons,Rosales,Ulmaceae,Trema micrantha,,187.9,,19.28,,6.396,883; 884
Tropical moist forest,Dicotyledons,Rosales,Ulmaceae,Trema tomentosa,,204,,,,2.2,883; 884
Tropical moist forest,Dicotyledons,Lamiales,Acanthaceae,Trichanthera gigantea,,,,13.87,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia areolata,,,,15.87,,,107
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia breviflora,,,,6,,470,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia elegans,,,,12,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia euneura,,,,20,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia hirta,,,,,,78.22,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia lecointei,,,,24.95,,,107
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia martiana,,164,,25,,236.4,864; 883; 884
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia maynasiana,,,,35,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia moschata,,,,20,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia pallida,,,,25.68,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia pleeana,,,30,30,441,441,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia poeppigii,,,,20,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia quadrijuga,,,,30,,55,864; 884
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia rubra,,,,25,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia septentrionalis,,,,20,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia solitudinis,,,,30,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia sp.,,,,30,,,864
Tropical moist forest,Dicotyledons,Sapindales,Meliaceae,Trichilia tuberculata,,82.8,,28.67,,151,396; 884
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Trichospermum galeottii,,,,25.71,,3,864; 884
Tropical moist forest,Dicotyledons,Malvales,Malvaceae,Trichospermum mexicanum,,104.5,,20,,3.8,864; 883; 884
Tropical moist forest,Dicotyledons,Caryophyllales,Phytolaccaceae,Trichostigma octandrum,,229.1,,,,38,864; 884
Tropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Tridimeris sp.,,,,12,,,864
Tropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Trigynaea duckei,,,,25,,,864
Tropical moist forest,Dicotyledons,Caryophyllales,Polygonaceae,Triplaris americana,,204,,16.12,,,864
Tropical moist forest,Dicotyledons,Caryophyllales,Polygonaceae,Triplaris cumingiana,,,22.37,,53.285,,864; 888
Tropical moist forest,Dicotyledons,Caryophyllales,Polygonaceae,Triplaris poeppigiana,,,,20,,,864
Tropical moist forest,Dicotyledons,Rosales,Moraceae,Trophis caucana,,,,18.13,,,864
Tropical moist forest,Dicotyledons,Rosales,Moraceae,Trophis mexicana,,156.2,,12,,50,864; 883; 884
Tropical moist forest,Dicotyledons,Rosales,Moraceae,Trophis racemosa,,237.2,,24.44,,,864
Tropical moist forest,Dicotyledons,Crossosomatales,Staphyleaceae,Turpinia occidentalis,,123.5,,22.57,,60,864; 884
Tropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Unonopsis floribunda,,,,45,,,864
Tropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Unonopsis matthewsi,,,,15,,,864
Tropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Unonopsis pittieri,,243.9,,22.48,,,864
Tropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Unonopsis veneficiorum,,,,6,,,864
Tropical moist forest,Dicotyledons,Rosales,Urticaceae,Urera baccifera,,,,6.38,,50,864; 884
Tropical moist forest,Dicotyledons,Rosales,Urticaceae,Urera caracasana,,203.7,,6.12,,0.3,864; 883; 884
Tropical moist forest,Dicotyledons,Rosales,Urticaceae,Urera eggersii,,,7,7,1,1,864; 884
Tropical moist forest,Dicotyledons,Rosales,Urticaceae,Urera elata,,250,,5,,,864; 883
Tropical moist forest,Dicotyledons,Sapindales,Sapindaceae,Urvillea ulmacea,,,,,7.635,,864; 888
Tropical moist forest,Dicotyledons,Malpighiales,Humiriaceae,Vantanea cupularis,,,,39.4,,,107
Tropical moist forest,Dicotyledons,Malpighiales,Humiriaceae,Vantanea guianensis,,,,32.6,,,107
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Vatairea lundellii,,116.9,,37.97,,,396
Tropical moist forest,Dicotyledons,Asterales,Asteraceae,Vernonia patens,,,8,8,0.1,0.1,864; 884
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Vigna luteola,,,,,,27.8,864; 884
Tropical moist forest,Dicotyledons,Magnoliales,Myristicaceae,Virola calophylla,,,,20,,1310,864; 884
Tropical moist forest,Dicotyledons,Magnoliales,Myristicaceae,Virola duckei,,,,40,,,864
Tropical moist forest,Dicotyledons,Magnoliales,Myristicaceae,Virola flexuosa,,,,35,,,864
Tropical moist forest,Dicotyledons,Magnoliales,Myristicaceae,Virola guatemalensis,,,,30,,,864
Tropical moist forest,Dicotyledons,Magnoliales,Myristicaceae,Virola mollissima,,,,25,,,864
Tropical moist forest,Dicotyledons,Magnoliales,Myristicaceae,Virola multiflora,,76.1,,32.01,,,396
Tropical moist forest,Dicotyledons,Magnoliales,Myristicaceae,Virola multinervia,,,,30,,,864
Tropical moist forest,Dicotyledons,Magnoliales,Myristicaceae,Virola peruviana,,,,40,,,864
Tropical moist forest,Dicotyledons,Magnoliales,Myristicaceae,Virola sebifera,,104.3,,30.59,,1400,883; 885
Tropical moist forest,Dicotyledons,Magnoliales,Myristicaceae,Virola surinamensis,90.6,90.6,35.2,35.2,,,396
Tropical moist forest,Dicotyledons,Malpighiales,Clusiaceae,Vismia baccifera,,,,15.35,,,864
Tropical moist forest,Dicotyledons,Malpighiales,Clusiaceae,Vismia billbergiana,,,,8.16,,,864
Tropical moist forest,Dicotyledons,Malpighiales,Clusiaceae,Vismia macrophylla,,152.3,,12,,0.6,864; 884
Tropical moist forest,Dicotyledons,Malpighiales,Clusiaceae,Vismia sprucei,,,,15,,,864
Tropical moist forest,Dicotyledons,Lamiales,Verbenaceae,Vitex cymosa,,,,13.23,,355,864; 884
Tropical moist forest,Dicotyledons,Lamiales,Verbenaceae,Vitex pinnata,,,,,95,,883; 884
Tropical moist forest,Dicotyledons,Lamiales,Verbenaceae,Vitex triflora,,,,19.41,,,107
Tropical moist forest,Dicotyledons,Myrtales,Vochysiaceae,Vochysia ferruginea,98.6,98.6,30.25,30.25,32,32,707; 864; 884
Tropical moist forest,Dicotyledons,Myrtales,Vochysiaceae,Vochysia guatemalensis,,114.6,,30,,300,864; 883; 884
Tropical moist forest,Dicotyledons,Myrtales,Vochysiaceae,Vochysia guianensis,,,,38.68,,,107
Tropical moist forest,Dicotyledons,Fabales,Fabaceae,Vouacapoua americana,,,,41.32,,32600,107; 884
Tropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Warszewiczia coccinea,,170.6,,25,,,864
Tropical moist forest,Dicotyledons,Gentianales,Rubiaceae,Warszewiczia cordata,,,,6,,,864
Tropical moist forest,Dicotyledons,Celastrales,Celastraceae,Wimmeria bartlettii,,,,25,,,864
Tropical moist forest,Dicotyledons,Solanales,Solanaceae,Witheringia nelsonii,,,,5,,,864
Tropical moist forest,Dicotyledons,Fabales,Polygalaceae,Xanthophyllum stipitatum,,80.9,,34,,,883
Tropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Xylopia benthami,,,,25,,,864
Tropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Xylopia cuspidata,,,,16.5,,165,864; 884
Tropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Xylopia ligustrifolia,,,,20,,75,864; 884
Tropical moist forest,Dicotyledons,Magnoliales,Annonaceae,Xylopia macrantha,,,,20.79,,,396
Tropical moist forest,Dicotyledons,Malpighiales,Salicaceae,Xylosma flexuosum,,,,7,,,864
Tropical moist forest,Dicotyledons,Malpighiales,Salicaceae,Xylosma intermedium,,,,35,,,864
Tropical moist forest,Dicotyledons,Malpighiales,Salicaceae,Xylosma oligandrum,,,,10.84,,,864
Tropical moist forest,Dicotyledons,Sapindales,Rutaceae,Zanthoxylum ekmanii,,,,34.95,,,864
Tropical moist forest,Dicotyledons,Sapindales,Rutaceae,Zanthoxylum huberi,,,,22,,,864
Tropical moist forest,Dicotyledons,Sapindales,Rutaceae,Zanthoxylum juniperinum,,,,22.58,,,864
Tropical moist forest,Dicotyledons,Sapindales,Rutaceae,Zanthoxylum kellermanii,,152.3,,20,,,864; 883
Tropical moist forest,Dicotyledons,Sapindales,Rutaceae,Zanthoxylum panamense,,,28.24,,29,,883; 884
Tropical moist forest,Dicotyledons,Sapindales,Rutaceae,Zanthoxylum setulosum,,,,21.33,,10,864; 884
Tropical moist forest,Monocotyledons,Zingiberales,Zingiberaceae,Zingiber sp.,221.9,,,,,,707
